1	5
2	8
3	11
4	14
5	17
6	20
7	23
8	26
9	29
10	32
11	35
12	38
13	41
14	44
15	47
16	50
17	53
18	56
19	59
20	62
21	65
22	68
23	71
24	74
25	77
26	80
27	83
28	86
29	89
30	92
31	95
32	98
33	101
34	104
35	107
36	110
37	113
38	116
39	119
40	122
41	125
42	128
43	131
44	134
45	137
46	140
47	143
48	146
49	149
50	152
51	155
52	158
53	161
54	164
55	167
56	170
57	173
58	176
59	179
60	182
61	185
62	188
63	191
64	194
65	197
66	200
67	203
68	206
69	209
70	212
71	215
72	218
73	221
74	224
75	227
76	230
77	233
78	236
79	239
80	242
81	245
82	248
83	251
84	254
85	257
86	260
87	263
88	266
89	269
90	272
91	275
92	278
93	281
94	284
95	287
96	290
97	293
98	296
99	299
100	302
101	305
102	308
103	311
104	314
105	317
106	320
107	323
108	326
109	329
110	332
111	335
112	338
113	341
114	344
115	347
116	350
117	353
118	356
119	359
120	362
121	365
122	368
123	371
124	374
125	377
126	380
127	383
128	386
129	389
130	392
131	395
132	398
133	401
134	404
135	407
136	410
137	413
138	416
139	419
140	422
141	425
142	428
143	431
144	434
145	437
146	440
147	443
148	446
149	449
150	452
151	455
152	458
153	461
154	464
155	467
156	470
157	473
158	476
159	479
160	482
161	485
162	488
163	491
164	494
165	497
166	500
167	503
168	506
169	509
170	512
171	515
172	518
173	521
174	524
175	527
176	530
177	533
178	536
179	539
180	542
181	545
182	548
183	551
184	554
185	557
186	560
187	563
188	566
189	569
190	572
191	575
192	578
193	581
194	584
195	587
196	590
197	593
198	596
199	599
200	602
201	605
202	608
203	611
204	614
205	617
206	620
207	623
208	626
209	629
210	632
211	635
212	638
213	641
214	644
215	647
216	650
217	653
218	656
219	659
220	662
221	665
222	668
223	671
224	674
225	677
226	680
227	683
228	686
229	689
230	692
231	695
232	698
233	701
234	704
235	707
236	710
237	713
238	716
239	719
240	722
241	725
242	728
243	731
244	734
245	737
246	740
247	743
248	746
249	749
250	752
251	755
252	758
253	761
254	764
255	767
256	770
257	773
258	776
259	779
260	782
261	785
262	788
263	791
264	794
265	797
266	800
267	803
268	806
269	809
270	812
271	815
272	818
273	821
274	824
275	827
276	830
277	833
278	836
279	839
280	842
281	845
282	848
283	851
284	854
285	857
286	860
287	863
288	866
289	869
290	872
291	875
292	878
293	881
294	884
295	887
296	890
297	893
298	896
299	899
300	902
301	905
302	908
303	911
304	914
305	917
306	920
307	923
308	926
309	929
310	932
311	935
312	938
313	941
314	944
315	947
316	950
317	953
318	956
319	959
320	962
321	965
322	968
323	971
324	974
325	977
326	980
327	983
328	986
329	989
330	992
331	995
332	998
333	1001
334	1004
335	1007
336	1010
337	1013
338	1016
339	1019
340	1022
341	1025
342	1028
343	1031
344	1034
345	1037
346	1040
347	1043
348	1046
349	1049
350	1052
351	1055
352	1058
353	1061
354	1064
355	1067
356	1070
357	1073
358	1076
359	1079
360	1082
361	1085
362	1088
363	1091
364	1094
365	1097
366	1100
367	1103
368	1106
369	1109
370	1112
371	1115
372	1118
373	1121
374	1124
375	1127
376	1130
377	1133
378	1136
379	1139
380	1142
381	1145
382	1148
383	1151
384	1154
385	1157
386	1160
387	1163
388	1166
389	1169
390	1172
391	1175
392	1178
393	1181
394	1184
395	1187
396	1190
397	1193
398	1196
399	1199
400	1202
401	1205
402	1208
403	1211
404	1214
405	1217
406	1220
407	1223
408	1226
409	1229
410	1232
411	1235
412	1238
413	1241
414	1244
415	1247
416	1250
417	1253
418	1256
419	1259
420	1262
421	1265
422	1268
423	1271
424	1274
425	1277
426	1280
427	1283
428	1286
429	1289
430	1292
431	1295
432	1298
433	1301
434	1304
435	1307
436	1310
437	1313
438	1316
439	1319
440	1322
441	1325
442	1328
443	1331
444	1334
445	1337
446	1340
447	1343
448	1346
449	1349
450	1352
451	1355
452	1358
453	1361
454	1364
455	1367
456	1370
457	1373
458	1376
459	1379
460	1382
461	1385
462	1388
463	1391
464	1394
465	1397
466	1400
467	1403
468	1406
469	1409
470	1412
471	1415
472	1418
473	1421
474	1424
475	1427
476	1430
477	1433
478	1436
479	1439
480	1442
481	1445
482	1448
483	1451
484	1454
485	1457
486	1460
487	1463
488	1466
489	1469
490	1472
491	1475
492	1478
493	1481
494	1484
495	1487
496	1490
497	1493
498	1496
499	1499
500	1502
